"GSM","Score","GSE","Platform","GenesFound","GenesExpected","SampleTitle","Characteristics","LibSize","TreatmentRaw","CellLine","IsControl","Agent","AgentConfidence"
"GSM7675669",0.388791517425036,"GSE239859","NCBI-counts",6,6,"differentiated HL-60, 10 µg/ml LTA, 4 hour, rep-1","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, differentiated | treatment: 10 μg/ml Staphylococcus aureus lipoteichoic acids | time: 4 hours",17404532,"10 μg/ml Staphylococcus aureus lipoteichoic acids","HL-60",FALSE,"10 μg/ml Staphylococcus aureus lipoteichoic acids","low"
"GSM7675670",0.388705673386631,"GSE239859","NCBI-counts",6,6,"differentiated HL-60, 10 µg/ml LTA, 4 hour, rep-2","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, differentiated | treatment: 10 μg/ml Staphylococcus aureus lipoteichoic acids | time: 4 hours",18600751,"10 μg/ml Staphylococcus aureus lipoteichoic acids","HL-60",FALSE,"10 μg/ml Staphylococcus aureus lipoteichoic acids","low"
"GSM7675671",0.447094489884105,"GSE239859","NCBI-counts",6,6,"differentiated HL-60, untreated control, 24 hour, rep-1","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, differentiated | treatment: untreated | time: 24 hours",27058301,"untreated","HL-60",TRUE,"control","control"
"GSM7675672",0.442802812704372,"GSE239859","NCBI-counts",6,6,"differentiated HL-60, untreated control, 24 hour, rep-2","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, differentiated | treatment: untreated | time: 24 hours",19251348,"untreated","HL-60",TRUE,"control","control"
"GSM7675673",0.557910609471012,"GSE239859","NCBI-counts",6,6,"differentiated HL-60, 1 µg/ml LTA, 24 hour, rep-1","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, differentiated | treatment: 1 μg/ml Staphylococcus aureus lipoteichoic acids | time: 24 hours",18143485,"1 μg/ml Staphylococcus aureus lipoteichoic acids","HL-60",FALSE,"1 μg/ml Staphylococcus aureus lipoteichoic acids","low"
"GSM7675674",0.556954592439566,"GSE239859","NCBI-counts",6,6,"differentiated HL-60, 1 µg/ml LTA, 24 hour, rep-2","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, differentiated | treatment: 1 μg/ml Staphylococcus aureus lipoteichoic acids | time: 24 hours",20625736,"1 μg/ml Staphylococcus aureus lipoteichoic acids","HL-60",FALSE,"1 μg/ml Staphylococcus aureus lipoteichoic acids","low"
"GSM7675675",0.478223677489457,"GSE239859","NCBI-counts",6,6,"differentiated HL-60, 10 µg/ml LTA, 24 hour, rep-1","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, differentiated | treatment: 10 μg/ml Staphylococcus aureus lipoteichoic acids | time: 24 hours",17345410,"10 μg/ml Staphylococcus aureus lipoteichoic acids","HL-60",FALSE,"10 μg/ml Staphylococcus aureus lipoteichoic acids","low"
"GSM7675676",0.523121156225027,"GSE239859","NCBI-counts",6,6,"differentiated HL-60, 10 µg/ml LTA, 24 hour, rep-2","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, differentiated | treatment: 10 μg/ml Staphylococcus aureus lipoteichoic acids | time: 24 hours",21128656,"10 μg/ml Staphylococcus aureus lipoteichoic acids","HL-60",FALSE,"10 μg/ml Staphylococcus aureus lipoteichoic acids","low"
"GSM7675677",0.680518150954837,"GSE239859","NCBI-counts",6,6,"undifferentiated HL-60, untreated control, 4 hour","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, undifferentiated | treatment: untreated | time: 4 hours",23840453,"untreated","HL-60",TRUE,"control","control"
"GSM7675678",0.707632787377186,"GSE239859","NCBI-counts",6,6,"undifferentiated HL-60, 1 µg/ml LTA, 4 hour","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, undifferentiated | treatment: 1 μg/ml Staphylococcus aureus lipoteichoic acids | time: 4 hours",19882681,"1 μg/ml Staphylococcus aureus lipoteichoic acids","HL-60",FALSE,"1 μg/ml Staphylococcus aureus lipoteichoic acids","low"
"GSM7675679",0.761107777475126,"GSE239859","NCBI-counts",6,6,"undifferentiated HL-60, untreated control, 24 hour","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, undifferentiated | treatment: untreated | time: 24 hours",21037230,"untreated","HL-60",TRUE,"control","control"
"GSM7675680",0.771285022784568,"GSE239859","NCBI-counts",6,6,"undifferentiated HL-60, 1 µg/ml LTA, 24 hour","cell line: HL-60 | cell type: human promyelocytic leukemia cell | genotype: WT, undifferentiated | treatment: 1 μg/ml Staphylococcus aureus lipoteichoic acids | time: 24 hours",18195322,"1 μg/ml Staphylococcus aureus lipoteichoic acids","HL-60",FALSE,"1 μg/ml Staphylococcus aureus lipoteichoic acids","low"
"GSM7697996",1.03759858649192,"GSE240439","NCBI-counts",6,6,"HL60_DMSO_1","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: DMSO",13175372,"DMSO","HL-60",TRUE,"control","control"
"GSM7697997",1.14748320012093,"GSE240439","NCBI-counts",6,6,"HL60_DMSO_2","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: DMSO",13869480,"DMSO","HL-60",TRUE,"control","control"
"GSM7697998",1.13010619137243,"GSE240439","NCBI-counts",6,6,"HL60_DMSO_3","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: DMSO",12346413,"DMSO","HL-60",TRUE,"control","control"
"GSM7697999",1.2423369006369,"GSE240439","NCBI-counts",6,6,"HL60_DAC_1","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: Decitabine",14005471,"Decitabine","HL-60",FALSE,"Decitabine","high"
"GSM7698000",1.14976688950887,"GSE240439","NCBI-counts",6,6,"HL60_DAC_2","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: Decitabine",13744822,"Decitabine","HL-60",FALSE,"Decitabine","high"
"GSM7698001",1.14499481694929,"GSE240439","NCBI-counts",6,6,"HL60_DAC_3","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: Decitabine",13754081,"Decitabine","HL-60",FALSE,"Decitabine","high"
"GSM7698002",1.05058583174301,"GSE240439","NCBI-counts",6,6,"HL60_SIMVA_1","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: Simvastatin",12166507,"Simvastatin","HL-60",FALSE,"Simvastatin","high"
"GSM7698003",1.11553225577826,"GSE240439","NCBI-counts",6,6,"HL60_SIMVA_2","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: Simvastatin",13168351,"Simvastatin","HL-60",FALSE,"Simvastatin","high"
"GSM7698004",1.02754742749027,"GSE240439","NCBI-counts",6,6,"HL60_SIMVA_3","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: Simvastatin",12864367,"Simvastatin","HL-60",FALSE,"Simvastatin","high"
"GSM7698005",1.15030118542905,"GSE240439","NCBI-counts",6,6,"HL60_COMBO_1","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: Decitabine+Simvastatin",16101057,"Decitabine+Simvastatin","HL-60",FALSE,"Decitabine+Simvastatin","high"
"GSM7698006",1.17197569169521,"GSE240439","NCBI-counts",6,6,"HL60_COMBO_2","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: Decitabine+Simvastatin",14975011,"Decitabine+Simvastatin","HL-60",FALSE,"Decitabine+Simvastatin","high"
"GSM7698007",1.15606308946116,"GSE240439","NCBI-counts",6,6,"HL60_COMBO_3","tissue: hematopoetic | cell line: HL-60 | cell type: non-adherent | treatment: Decitabine+Simvastatin",15613777,"Decitabine+Simvastatin","HL-60",FALSE,"Decitabine+Simvastatin","high"
"GSM7728778",2.36654836137216,"GSE241427","NCBI-counts",6,6,"TT-Seq Kasumi1, DMSO, 6h, TTseq_Rep1","tissue: cell line | cell line: Kasumi-1 | cell type: AML cell | time: 6 hours | treatment: DMSO",19072298,"DMSO","Kasumi-1",TRUE,"control","control"
"GSM7728779",2.06750494512632,"GSE241427","NCBI-counts",6,6,"TT-Seq Kasumi1, DMSO, 6h, TTseq_Rep2","tissue: cell line | cell line: Kasumi-1 | cell type: AML cell | time: 6 hours | treatment: DMSO",30958125,"DMSO","Kasumi-1",TRUE,"control","control"
"GSM7728780",2.30406080051617,"GSE241427","NCBI-counts",6,6,"TT-Seq Kasumi1, IBRD9, 6h, TTseq_Rep1","tissue: cell line | cell line: Kasumi-1 | cell type: AML cell | time: 6 hours | treatment: I-BRD9",31122594,"I-BRD9","Kasumi-1",FALSE,"I-BRD9","high"
"GSM7728782",2.5203714508574,"GSE241427","NCBI-counts",6,6,"TT-Seq KG1, DMSO, 6h, TTseq_Rep1","tissue: cell line | cell line: KG-1 | cell type: AML cell | time: 6 hours | treatment: DMSO",30476946,"DMSO","KG-1",TRUE,"control","control"
"GSM7728783",2.47975104294967,"GSE241427","NCBI-counts",6,6,"TT-Seq KG1, DMSO, 6h, TTseq_Rep2","tissue: cell line | cell line: KG-1 | cell type: AML cell | time: 6 hours | treatment: DMSO",14905697,"DMSO","KG-1",TRUE,"control","control"
"GSM7728784",2.29446907883016,"GSE241427","NCBI-counts",6,6,"TT-Seq KG1, IBRD9, 6h, TTseq_Rep1","tissue: cell line | cell line: KG-1 | cell type: AML cell | time: 6 hours | treatment: I-BRD9",24780445,"I-BRD9","KG-1",FALSE,"I-BRD9","high"
"GSM7728785",2.56084026636945,"GSE241427","NCBI-counts",6,6,"TT-Seq KG1, IBRD9, 6h, TTseq_Rep2","tissue: cell line | cell line: KG-1 | cell type: AML cell | time: 6 hours | treatment: I-BRD9",20029840,"I-BRD9","KG-1",FALSE,"I-BRD9","high"
"GSM7728786",2.01925305848546,"GSE241427","NCBI-counts",6,6,"TT-Seq ML1, DMSO, 6h, TTseq_Rep1","tissue: cell line | cell line: ML-1 | cell type: AML cell | time: 6 hours | treatment: DMSO",12803751,"DMSO","ML-1",TRUE,"control","control"
"GSM7728787",1.47524825700062,"GSE241427","NCBI-counts",6,6,"TT-Seq ML1, DMSO, 6h, TTseq_Rep2","tissue: cell line | cell line: ML-1 | cell type: AML cell | time: 6 hours | treatment: DMSO",19591731,"DMSO","ML-1",TRUE,"control","control"
"GSM7728788",2.44830419401621,"GSE241427","NCBI-counts",6,6,"TT-Seq ML1, IBRD9, 6h, TTseq_Rep1","tissue: cell line | cell line: ML-1 | cell type: AML cell | time: 6 hours | treatment: I-BRD9",11124295,"I-BRD9","ML-1",FALSE,"I-BRD9","high"
"GSM7728789",1.51613371840105,"GSE241427","NCBI-counts",6,6,"TT-Seq ML1, IBRD9, 6h, TTseq_Rep2","tissue: cell line | cell line: ML-1 | cell type: AML cell | time: 6 hours | treatment: I-BRD9",13038975,"I-BRD9","ML-1",FALSE,"I-BRD9","high"
"GSM7728790",1.47862311673491,"GSE241427","NCBI-counts",6,6,"TT-Seq MV411, DMSO, 6h, TTseq_Rep1","tissue: cell line | cell line: MV-4-11 | cell type: AML cell | time: 6 hours | treatment: DMSO",15928201,"DMSO","MV-4-11",TRUE,"control","control"
"GSM7728792",1.48114041106397,"GSE241427","NCBI-counts",6,6,"TT-Seq MV411, IBRD9, 6h, TTseq_Rep1","tissue: cell line | cell line: MV-4-11 | cell type: AML cell | time: 6 hours | treatment: I-BRD9",24336427,"I-BRD9","MV-4-11",FALSE,"I-BRD9","high"
"GSM7728793",1.61949965999119,"GSE241427","NCBI-counts",6,6,"TT-Seq MV411, IBRD9, 6h, TTseq_Rep2","tissue: cell line | cell line: MV-4-11 | cell type: AML cell | time: 6 hours | treatment: I-BRD9",3199886,"I-BRD9","MV-4-11",FALSE,"I-BRD9","high"
"GSM7728794",1.39790118383728,"GSE241427","NCBI-counts",6,6,"TT-Seq U937, DMSO, 6h, TTseq_Rep1","tissue: cell line | cell line: U937 | cell type: AML cell | time: 6 hours | treatment: DMSO",16520742,"DMSO","U937",TRUE,"control","control"
"GSM7728795",1.63565239072489,"GSE241427","NCBI-counts",6,6,"TT-Seq U937, DMSO, 6h, TTseq_Rep2","tissue: cell line | cell line: U937 | cell type: AML cell | time: 6 hours | treatment: DMSO",18320884,"DMSO","U937",TRUE,"control","control"
"GSM7728796",1.4779080709266,"GSE241427","NCBI-counts",6,6,"TT-Seq U937, IBRD9, 6h, TTseq_Rep1","tissue: cell line | cell line: U937 | cell type: AML cell | time: 6 hours | treatment: I-BRD9",18697020,"I-BRD9","U937",FALSE,"I-BRD9","high"
"GSM7728797",1.65388924748581,"GSE241427","NCBI-counts",6,6,"TT-Seq U937, IBRD9, 6h, TTseq_Rep2","tissue: cell line | cell line: U937 | cell type: AML cell | time: 6 hours | treatment: I-BRD9",43742846,"I-BRD9","U937",FALSE,"I-BRD9","high"
"GSM7732673",1.20881114274668,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-10_MOLM14_RASi_Rep2","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: RASi",22270291,"RASi","MOLM14",FALSE,"RASi","high"
"GSM7732674",1.32995406510039,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-11_MOLM14_RASi_IL3_Rep1","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: RASi + IL3",20990681,"RASi + IL3","MOLM14",FALSE,"RASi + IL3","high"
"GSM7732675",1.04563237473946,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-12_MOLM14_RASi_IL3_Rep2","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: RASi + IL3",23363306,"RASi + IL3","MOLM14",FALSE,"RASi + IL3","high"
"GSM7732676",1.54424143234514,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-1_MOLM14_Untreated_Rep1","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: Untreated",23813176,"Untreated","MOLM14",TRUE,"control","control"
"GSM7732677",1.58132180567078,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-2_MOLM14_Untreated_Rep2","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: Untreated",24089122,"Untreated","MOLM14",TRUE,"control","control"
"GSM7732678",1.60062917503359,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-3_MOLM14_IL3_Rep1","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: IL3",28487383,"IL3","MOLM14",FALSE,"IL3","high"
"GSM7732679",1.63942167597343,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-4_MOLM14_IL3_Rep2","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: IL3",24358886,"IL3","MOLM14",FALSE,"IL3","high"
"GSM7732680",1.29150095852981,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-5_MOLM14_FLT3i_Rep1","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: FLT3i",22092013,"FLT3i","MOLM14",FALSE,"FLT3i","high"
"GSM7732681",1.44110370817602,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-6_MOLM14_FLT3i_Rep2","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: FLT3i",21635896,"FLT3i","MOLM14",FALSE,"FLT3i","high"
"GSM7732682",1.18425340275767,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-7_MOLM14_FLT3i_IL3_Rep1","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: FLT3i + IL3",23201022,"FLT3i + IL3","MOLM14",FALSE,"FLT3i + IL3","high"
"GSM7732683",1.40738288849084,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-8_MOLM14_FLT3i_IL3_Rep2","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: FLT3i + IL3",19581306,"FLT3i + IL3","MOLM14",FALSE,"FLT3i + IL3","high"
"GSM7732684",1.41662062798087,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1063-9_MOLM14_RASi_Rep1","cell line: MOLM14 | genotype: FLT3-ITD+ | treatment: RASi",19285154,"RASi","MOLM14",FALSE,"RASi","high"
"GSM7732685",1.89243990021434,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-10_ITD-18_FLT3i_IL3_Rep2","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: FLT3i + IL3",33879068,"FLT3i + IL3","CD34+ primary AML cells",FALSE,"FLT3i + IL3","high"
"GSM7732688",1.8342207254262,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-1_ITD-18_Untreated_Rep1","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: Untreated",32459854,"Untreated","CD34+ primary AML cells",TRUE,"control","control"
"GSM7732689",1.87379352927228,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-2_ITD-18_IL3_Rep1","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: IL3",33582397,"IL3","CD34+ primary AML cells",FALSE,"IL3","high"
"GSM7732690",1.63348873157638,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-3_ITD-18_FLT3i_Rep1","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: FLT3i",34065549,"FLT3i","CD34+ primary AML cells",FALSE,"FLT3i","high"
"GSM7732691",1.88433595493708,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-4_ITD-18_FLT3i_IL3_Rep1","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: FLT3i + IL3",31133925,"FLT3i + IL3","CD34+ primary AML cells",FALSE,"FLT3i + IL3","high"
"GSM7732692",1.83704593645231,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-5_ITD-18_RASi_Rep1","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: RASi",39118364,"RASi","CD34+ primary AML cells",FALSE,"RASi","high"
"GSM7732693",1.89895528624505,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-6_ITD-18_RASi_IL3_Rep1","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: RASi + IL3",42657535,"RASi + IL3","CD34+ primary AML cells",FALSE,"RASi + IL3","high"
"GSM7732694",1.80314583980561,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-7_ITD-18_Untreated_Rep2","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: Untreated",46675800,"Untreated","CD34+ primary AML cells",TRUE,"control","control"
"GSM7732695",1.90259336310309,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-8_ITD-18_IL3_Rep2","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: IL3",47352654,"IL3","CD34+ primary AML cells",FALSE,"IL3","high"
"GSM7732696",1.60150482567641,"GSE241649","NCBI-counts",6,6,"RNA-seq_D1091-9_ITD-18_FLT3i_Rep2","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: FLT3i",24089712,"FLT3i","CD34+ primary AML cells",FALSE,"FLT3i","high"
"GSM7732699",1.30197682994897,"GSE241649","NCBI-counts",6,6,"RNA-seq_D929-1_MV411_Untreated_Rep1","cell line: M411 | genotype: FLT3-ITD+ | treatment: Untreated",17559364,"Untreated","M411",TRUE,"control","control"
"GSM7732700",1.18116660893801,"GSE241649","NCBI-counts",6,6,"RNA-seq_D929-2_MV411_Untreated_Rep2","cell line: M411 | genotype: FLT3-ITD+ | treatment: Untreated",16729951,"Untreated","M411",TRUE,"control","control"
"GSM7732701",1.07741966812917,"GSE241649","NCBI-counts",6,6,"RNA-seq_D929-3_MV411_FLT3i_Rep1","cell line: M411 | genotype: FLT3-ITD+ | treatment: FLT3i",16657444,"FLT3i","M411",FALSE,"FLT3i","high"
"GSM7732703",2.30140422210831,"GSE241649","NCBI-counts",6,6,"RNA-seq_ER232-1_ITD-16","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: Untreated",24045989,"Untreated","CD34+ primary AML cells",TRUE,"control","control"
"GSM7732704",3.09127827484716,"GSE241649","NCBI-counts",6,6,"RNA-seq_ER232-2_ITD-16_FLT3i","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: FLT3i",100957477,"FLT3i","CD34+ primary AML cells",FALSE,"FLT3i","high"
"GSM7732705",3.85567645913639,"GSE241649","NCBI-counts",6,6,"RNA-seq_SP230-1_ITD-15","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: Untreated",21325866,"Untreated","CD34+ primary AML cells",TRUE,"control","control"
"GSM7732706",3.404271689305,"GSE241649","NCBI-counts",6,6,"RNA-seq_SP230-2_ITD-15_FLT3i","cell type: CD34+ primary AML cells | genotype: FLT3-ITD+ | treatment: FLT3i",10241313,"FLT3i","CD34+ primary AML cells",FALSE,"FLT3i","high"
"GSM7830890",2.02628191935339,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_DMSO_rep1","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: DMSO",24477619,"DMSO","MOLM13-RES",TRUE,"control","control"
"GSM7830891",2.0140296543224,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_DMSO_rep2","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: DMSO",26216654,"DMSO","MOLM13-RES",TRUE,"control","control"
"GSM7830892",2.03115741279997,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_DMSO_rep3","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: DMSO",29681155,"DMSO","MOLM13-RES",TRUE,"control","control"
"GSM7830893",1.79021400288666,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_GIL_rep1","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: Gilteritinib",22747081,"Gilteritinib","MOLM13-RES",FALSE,"Gilteritinib","high"
"GSM7830894",1.89122953803571,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_GIL_rep2","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: Gilteritinib",20044587,"Gilteritinib","MOLM13-RES",FALSE,"Gilteritinib","high"
"GSM7830896",2.06809483411946,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_MET_rep1","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: Metformin",29186719,"Metformin","MOLM13-RES",FALSE,"Metformin","high"
"GSM7830897",1.90965376443583,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_MET_rep2","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: Metformin",24507523,"Metformin","MOLM13-RES",FALSE,"Metformin","high"
"GSM7830898",2.0850240629396,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_MET_rep3","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: Metformin",29546483,"Metformin","MOLM13-RES",FALSE,"Metformin","high"
"GSM7830899",2.03035350500787,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_GIL+MET_rep1","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: Gilteritinib+Metformin",24929234,"Gilteritinib+Metformin","MOLM13-RES",FALSE,"Gilteritinib+Metformin","high"
"GSM7830900",2.0321284556538,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_GIL+MET_rep2","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: Gilteritinib+Metformin",26149093,"Gilteritinib+Metformin","MOLM13-RES",FALSE,"Gilteritinib+Metformin","high"
"GSM7830901",2.04773932712278,"GSE244855","NCBI-counts",6,6,"MOLM13-RES_RNA_GIL+MET_rep3","cell line: MOLM13-RES | cell type: acute myeloid leukemia | treatment: Gilteritinib+Metformin",23520468,"Gilteritinib+Metformin","MOLM13-RES",FALSE,"Gilteritinib+Metformin","high"
"GSM7840225",1.55475362212312,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN sens 1","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: DMSO treated",38507554,"DMSO treated","RS4;11",TRUE,"control","control"
"GSM7840226",1.56810736158667,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN sens 2","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: DMSO treated",32891495,"DMSO treated","RS4;11",TRUE,"control","control"
"GSM7840227",1.66585953285612,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN sens 3","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: DMSO treated",45261083,"DMSO treated","RS4;11",TRUE,"control","control"
"GSM7840228",1.62277610431664,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN sens 4","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: DMSO treated",37259767,"DMSO treated","RS4;11",TRUE,"control","control"
"GSM7840229",1.6221157292861,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN sens 5","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: DMSO treated",40128254,"DMSO treated","RS4;11",TRUE,"control","control"
"GSM7840230",1.41074935384193,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN ins 1","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: VEN treated",33656973,"VEN treated","RS4;11",FALSE,"VEN","high"
"GSM7840231",1.37370160619478,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN ins 2","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: VEN treated",39392690,"VEN treated","RS4;11",FALSE,"VEN","high"
"GSM7840232",1.63731752654965,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN ins 3","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: VEN treated",39614321,"VEN treated","RS4;11",FALSE,"VEN","high"
"GSM7840233",1.75003478752252,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN ins 4","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: VEN treated",40639612,"VEN treated","RS4;11",FALSE,"VEN","high"
"GSM7840234",1.49566741206559,"GSE245284","NCBI-counts",6,6,"RS4;11 VEN ins 5","cell line: RS4;11 | cell type: acute lymphoblastic leukemia | treatment: VEN treated",37875443,"VEN treated","RS4;11",FALSE,"VEN","high"
"GSM8062073",0.853006530082502,"GSE255002","NCBI-counts",6,6,"Donor.D932_Untransduced_CD4_1nM rapamycin_CD33+ MV4-11 AML target cells_24h","cell type: CD4+ T cells | transgene: Untransduced | donor: D932 | treatment: 1nM rapamycin | stimulation: CD33+ MV4-11 AML target cells | time: 24h",17354451,"1nM rapamycin","CD4+ T cells",FALSE,"rapamycin","high"
"GSM8062074",0.96675738826356,"GSE255002","NCBI-counts",6,6,"Donor.D932_Untransduced_CD4_media alone_CD33+ MV4-11 AML target cells_24h","cell type: CD4+ T cells | transgene: Untransduced | donor: D932 | treatment: media alone | stimulation: CD33+ MV4-11 AML target cells | time: 24h",10209473,"media alone","CD4+ T cells",FALSE,"media alone","high"
"GSM8062075",1.70377171230062,"GSE255002","NCBI-counts",6,6,"Donor.D2172_DARIC33_CD8_1nM rapamycin_CD33+ MV4-11 AML target cells_24h","cell type: CD8+ T cells | transgene: DARIC33 | donor: D2172 | treatment: 1nM rapamycin | stimulation: CD33+ MV4-11 AML target cells | time: 24h",9090153,"1nM rapamycin","CD8+ T cells",FALSE,"rapamycin","high"
"GSM8062076",1.2831478972465,"GSE255002","NCBI-counts",6,6,"Donor.D1173_Untransduced_CD8_media alone_Unstimulated_24h","cell type: CD8+ T cells | transgene: Untransduced | donor: D1173 | treatment: media alone | stimulation: Unstimulated | time: 24h",15567515,"media alone","CD8+ T cells",FALSE,"media alone","high"
"GSM8062077",1.00143278021456,"GSE255002","NCBI-counts",6,6,"Donor.D732_Untransduced_CD4_media alone_Unstimulated_24h","cell type: CD4+ T cells | transgene: Untransduced | donor: D732 | treatment: media alone | stimulation: Unstimulated | time: 24h",10256597,"media alone","CD4+ T cells",FALSE,"media alone","high"
